Registro,Region_residencia,Edad,género,Sector,Estado_Asistencia,Es_Organizador,"Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [1. Mitigación y Neutralidad de Emisiones de Gases de Efecto Invernadero (GEI)]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [2. Absorciones y Sumideros de Carbono]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [3. Vulnerabilidad, Impactos y Riesgos Climáticos]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [4. Adaptación y Resiliencia Climática]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [5. Soluciones basadas en la Naturaleza (SbN) y Funciones Ecosistémicas]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [6. Sistemas de Monitoreo, Reporte y Verificación (MRV)]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [7. Desarrollo y Transferencia de Tecnología Climática y generación de capacidades]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [8. Instrumentos de Precio y Mercado de Carbono]","Áreas de experiencia ECLP: Durante el evento realizaremos un ""Café Temático"" para debatir insumos sobre el borrador de la ECLP. Por favor, ordene las siguientes temáticas de mayor a menor según su área de experiencia (siendo 1 su área de mayor experiencia): [9. Institucionalidad y Gobernanza Climática]"
REG-349-PAME,Metropolitana de Santiago,,Femenino,Privado,Asistió,False,,,,,,,,,
REG-350-PAME,Metropolitana de Santiago,51.0,Femenino,Academia,Asistió,False,,,Temática de interés secundario,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-351-PABI,Biobío,,,,No Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,Temática de interés secundario
REG-352-PAME,Metropolitana de Santiago,66.0,Femenino,Academia,Asistió,False,,,,Primera preferencia para participar,Segunda preferencia para participar,,,,Temática de interés secundario
REG-353-PAME,Metropolitana de Santiago,,Femenino,Sociedad civil,Asistió,False,,,,,,,,,
REG-354-PAME,Metropolitana de Santiago,,,,No Asistió,False,,,Segunda preferencia para participar,Primera preferencia para participar,Temática de interés secundario,,,,
REG-355-PAME,Metropolitana de Santiago,33.0,Masculino,Público,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,Temática de interés secundario,,,,
REG-356-PA,No especificada,42.0,Masculino,Academia,Asistió,False,,,,,,,,,
REG-357-PAME,Metropolitana de Santiago,46.0,Femenino,Academia,Asistió,False,Segunda preferencia para participar,,,Primera preferencia para participar,,,,,Temática de interés secundario
REG-358-PAME,Metropolitana de Santiago,28.0,Femenino,Academia,Asistió,False,Segunda preferencia para participar,,,,Temática de interés secundario,,,,Primera preferencia para participar
REG-359-PAME,Metropolitana de Santiago,48.0,Femenino,Público,Asistió,False,,,,,Segunda preferencia para participar,,Primera preferencia para participar,,Temática de interés secundario
REG-360-PAME,Metropolitana de Santiago,,,,No Asistió,False,,,Primera preferencia para participar,,,,Temática de interés secundario,,Segunda preferencia para participar
REG-361-PABI,Biobío,,,,No Asistió,False,,,Temática de interés secundario,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-362-PAME,Metropolitana de Santiago,28.0,Femenino,Privado,Asistió,False,,,,,,,,,
REG-363-PAME,Metropolitana de Santiago,28.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,Temática de interés secundario
REG-364-PEMA,Magallanes,,,,No Asistió,False,,,Temática de interés secundario,,,Primera preferencia para participar,Segunda preferencia para participar,,
REG-365-PEME,Metropolitana de Santiago,,,,No Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,
REG-366-PEME,Metropolitana de Santiago,63.0,Masculino,Público,Asistió,False,,,Temática de interés secundario,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-367-PÍME,Metropolitana de Santiago,43.0,Femenino,Privado,Asistió,False,Temática de interés secundario,Primera preferencia para participar,,,,,,Segunda preferencia para participar,
REG-368-PIME,Metropolitana de Santiago,,Femenino,Privado,Asistió,False,,,,Temática de interés secundario,,,Primera preferencia para participar,,Segunda preferencia para participar
REG-369-PIME,Metropolitana de Santiago,,Femenino,Academia,Asistió,False,,,Segunda preferencia para participar,Primera preferencia para participar,Temática de interés secundario,,,,
REG-370-PRME,Metropolitana de Santiago,,,,No Asistió,False,,,Primera preferencia para participar,Temática de interés secundario,Segunda preferencia para participar,,,,
REG-371-PRME,Metropolitana de Santiago,,Femenino,Público,Asistió,False,,,Segunda preferencia para participar,Primera preferencia para participar,Temática de interés secundario,,,,
REG-372-RAME,Metropolitana de Santiago,,,,No Asistió,False,,,Segunda preferencia para participar,Primera preferencia para participar,,Temática de interés secundario,,,
REG-373-RA,No especificada,30.0,Femenino,Público,Asistió,False,,,,,,,,,
REG-374-RAME,Metropolitana de Santiago,39.0,Masculino,Privado,Asistió,False,Primera preferencia para participar,,Segunda preferencia para participar,,,,Temática de interés secundario,,
REG-375-RAVA,Valparaíso,28.0,Masculino,Academia,Asistió,False,,,,,Primera preferencia para participar,Segunda preferencia para participar,,,
REG-376-RAME,Metropolitana de Santiago,38.0,Femenino,Academia,Asistió,False,,,Primera preferencia para participar,,,Segunda preferencia para participar,Temática de interés secundario,,
REG-377-RIME,Metropolitana de Santiago,,,,No Asistió,False,Segunda preferencia para participar,,,Primera preferencia para participar,,,,,Temática de interés secundario
REG-378-RIMA,Magallanes,64.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Temática de interés secundario,,,Segunda preferencia para participar,,
REG-379-RIME,Metropolitana de Santiago,68.0,Masculino,Academia,Asistió,False,,,,Segunda preferencia para participar,,,Primera preferencia para participar,Temática de interés secundario,
REG-380-RIME,Metropolitana de Santiago,35.0,Masculino,Privado,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,Temática de interés secundario,,,,
REG-381-RIMA,Maule,35.0,Masculino,Academia,Asistió,False,Primera preferencia para participar,,,,Temática de interés secundario,,Segunda preferencia para participar,,
REG-382-ROME,Metropolitana de Santiago,50.0,Masculino,Academia,Asistió,False,,,,,,,,,
REG-383-ROME,Metropolitana de Santiago,,Masculino,Academia,Asistió,True,,,,,,,,,
REG-384-ROBI,Biobío,59.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,,Temática de interés secundario,Segunda preferencia para participar,,,
REG-385-ROME,Metropolitana de Santiago,,,,No Asistió,False,,,,Segunda preferencia para participar,,,Primera preferencia para participar,,Temática de interés secundario
REG-386-ROME,Metropolitana de Santiago,,,,No Asistió,False,Segunda preferencia para participar,,,Primera preferencia para participar,,,,Temática de interés secundario,
REG-387-ROME,Metropolitana de Santiago,65.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,Temática de interés secundario
REG-388-ROMA,Maule,,,,No Asistió,False,Segunda preferencia para participar,,,,Temática de interés secundario,,Primera preferencia para participar,,
REG-389-ROME,Metropolitana de Santiago,42.0,Masculino,Público,Asistió,False,,,Segunda preferencia para participar,,,,,,Temática de interés secundario
REG-390-ROME,Metropolitana de Santiago,,,,No Asistió,False,,,,,,,,Primera preferencia para participar,
REG-391-ROME,Metropolitana de Santiago,,,,No Asistió,False,,,,,,Segunda preferencia para participar,,,Primera preferencia para participar
REG-392-ROME,Metropolitana de Santiago,,,,No Asistió,False,,,,,Segunda preferencia para participar,,,,
REG-393-ROME,Metropolitana de Santiago,45.0,Femenino,Privado,Asistió,False,,,,Segunda preferencia para participar,Primera preferencia para participar,,,,Temática de interés secundario
REG-394-ROVA,Valparaíso,,Femenino,Academia,Asistió,False,Segunda preferencia para participar,,,,,,Primera preferencia para participar,Temática de interés secundario,
REG-395-RUME,Metropolitana de Santiago,,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,Temática de interés secundario
REG-396-RUVA,Valparaíso,,,,No Asistió,False,,,Segunda preferencia para participar,,,Primera preferencia para participar,,,
REG-397-SAMA,Maule,,,,No Asistió,False,,Segunda preferencia para participar,,,,Temática de interés secundario,Primera preferencia para participar,,
REG-398-SAME,Metropolitana de Santiago,,Femenino,Academia,Asistió,True,,,Primera preferencia para participar,Segunda preferencia para participar,,,Temática de interés secundario,,
REG-399-SAME,Metropolitana de Santiago,47.0,Femenino,Sociedad civil,Asistió,False,,,,Segunda preferencia para participar,Temática de interés secundario,,,,Primera preferencia para participar
REG-400-SAME,Metropolitana de Santiago,,,,No Asistió,False,,,,Primera preferencia para participar,,,Segunda preferencia para participar,Temática de interés secundario,
REG-401-SEME,Metropolitana de Santiago,51.0,Masculino,Público,Asistió,False,,Temática de interés secundario,,Segunda preferencia para participar,,Primera preferencia para participar,,,
REG-402-SEME,Metropolitana de Santiago,,,,No Asistió,False,,,Primera preferencia para participar,,Temática de interés secundario,,,,Segunda preferencia para participar
REG-403-SEBI,Biobío,28.0,Masculino,Academia,Asistió,False,,,,,,,Segunda preferencia para participar,Primera preferencia para participar,Temática de interés secundario
REG-404-SEME,Metropolitana de Santiago,51.0,Masculino,Academia,Asistió,False,,,Segunda preferencia para participar,Primera preferencia para participar,Temática de interés secundario,,,,
REG-405-SEME,Metropolitana de Santiago,33.0,Masculino,Privado,Asistió,False,Primera preferencia para participar,,,,Segunda preferencia para participar,Temática de interés secundario,,,
REG-406-SEBI,Biobío,52.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,Temática de interés secundario,,,,
REG-407-SEME,Metropolitana de Santiago,42.0,Masculino,Otro,Asistió,False,,,,,,,,,
REG-408-SOME,Metropolitana de Santiago,44.0,Femenino,Otro,Asistió,False,Temática de interés secundario,,,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-409-SOME,Metropolitana de Santiago,,Femenino,Sociedad civil,Asistió,False,,,,Segunda preferencia para participar,,,,,Primera preferencia para participar
REG-410-SOME,Metropolitana de Santiago,37.0,Femenino,Público,Asistió,True,,,,,,Segunda preferencia para participar,Temática de interés secundario,,Primera preferencia para participar
REG-411-SOME,Metropolitana de Santiago,,,,No Asistió,False,Primera preferencia para participar,Temática de interés secundario,Segunda preferencia para participar,,,,,,
REG-412-SOME,Metropolitana de Santiago,,Femenino,Sociedad civil,Asistió,False,,,,,Temática de interés secundario,,Primera preferencia para participar,,Segunda preferencia para participar
REG-413-SOLO,Los Ríos,,,,No Asistió,False,,,,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-414-STME,Metropolitana de Santiago,,,,No Asistió,False,,,Primera preferencia para participar,,Temática de interés secundario,,,,Segunda preferencia para participar
REG-415-STME,Metropolitana de Santiago,,Masculino,Academia,Asistió,True,,,,,,,,,
REG-416-SYME,Metropolitana de Santiago,,Masculino,Academia,Asistió,False,,Temática de interés secundario,Segunda preferencia para participar,,Primera preferencia para participar,,,,
REG-417-TAME,Metropolitana de Santiago,,,,No Asistió,False,,,,Temática de interés secundario,Segunda preferencia para participar,,,,Primera preferencia para participar
REG-418-TAME,Metropolitana de Santiago,30.0,Femenino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,Temática de interés secundario
REG-419-TABI,Biobío,,,,No Asistió,False,,,Primera preferencia para participar,Temática de interés secundario,,,,,Segunda preferencia para participar
REG-420-TOME,Metropolitana de Santiago,38.0,Masculino,Academia,Asistió,False,Primera preferencia para participar,,Temática de interés secundario,,Segunda preferencia para participar,,,,
REG-421-VAME,Metropolitana de Santiago,,,,No Asistió,False,Temática de interés secundario,,Segunda preferencia para participar,,Primera preferencia para participar,,,,
REG-422-VAME,Metropolitana de Santiago,39.0,Femenino,Público,Asistió,False,,,Segunda preferencia para participar,Temática de interés secundario,,,,,Primera preferencia para participar
REG-423-VAME,Metropolitana de Santiago,44.0,Femenino,Público,Asistió,False,,,Temática de interés secundario,Primera preferencia para participar,Segunda preferencia para participar,,,,
REG-424-VAAT,Atacama,43.0,Femenino,Academia,Asistió,False,,,Primera preferencia para participar,,,Segunda preferencia para participar,Temática de interés secundario,,
REG-425-VEME,Metropolitana de Santiago,36.0,Femenino,Sociedad civil,Asistió,False,,,,,,,Temática de interés secundario,,
REG-426-VEVA,Valparaíso,,Femenino,Academia,Asistió,False,,,Temática de interés secundario,Primera preferencia para participar,Segunda preferencia para participar,,,,
REG-427-VEME,Metropolitana de Santiago,,,,No Asistió,False,,,,,,,,,Primera preferencia para participar
REG-428-VIME,Metropolitana de Santiago,,,,No Asistió,False,,,,Segunda preferencia para participar,Primera preferencia para participar,,,,
REG-429-VIME,Metropolitana de Santiago,,Femenino,Academia,Asistió,False,,,,Primera preferencia para participar,,,,,Segunda preferencia para participar
REG-430-VILA,La Araucanía,47.0,Femenino,Academia,Asistió,False,,Primera preferencia para participar,,Temática de interés secundario,,,Segunda preferencia para participar,,
REG-431-YAVA,Valparaíso,39.0,Femenino,Academia,Asistió,False,,,Primera preferencia para participar,Segunda preferencia para participar,,,,,
REG-432-YAMA,Magallanes,,,,No Asistió,False,,,,Temática de interés secundario,Segunda preferencia para participar,,Primera preferencia para participar,,
REG-433-YEME,Metropolitana de Santiago,46.0,Femenino,Privado,Asistió,False,,,Segunda preferencia para participar,Temática de interés secundario,Primera preferencia para participar,,,,
REG-434-YUME,Metropolitana de Santiago,42.0,Masculino,Academia,Asistió,False,,,Primera preferencia para participar,Temática de interés secundario,,Segunda preferencia para participar,,,
